Time	PCO2	SigCSurf	SigCDeep	AlkSurf	AlkDeep	PO4Surf	PO4Deep	d13CAtm	d13CSurf	d13CDeep	BioC	d13CBio	Inject	Stemp	Dtemp	Export	Lysocline	CalBurial	Dissolution	c13Diss	OrgBurial	PO4Burial	sCO3--Change	dCO3--Change	SAFrac
6020.98	3.35791	3.08733	3.23278	3.19427	3.20549	0.324877	1.57581	-4.69208	4.05762	3.09488	0.227262	-28.0366	0	289.953	280.953	0.000162179	4.49756	2.48656e-05	1.53713e-05	4.77391	5.03143e-06	1.5624e-05	-0.0553366	0.0625787	8.81533	
6271.28	3.35787	3.08733	3.23278	3.19427	3.20549	0.324875	1.57579	-4.69202	4.05768	3.09496	0.227263	-28.0365	0	289.953	280.953	0.000162178	4.49751	2.48742e-05	1.53624e-05	4.77411	5.03143e-06	1.5624e-05	-0.0553356	0.0625782	8.81534	
6522.31	3.35786	3.08733	3.23278	3.19427	3.20549	0.324872	1.57578	-4.69196	4.05775	3.09503	0.227263	-28.0365	0	289.953	280.953	0.000162176	4.49741	2.48823e-05	1.53541e-05	4.7743	5.03142e-06	1.56239e-05	-0.0553354	0.0625773	8.81535	
6772.99	3.35788	3.08733	3.23278	3.19427	3.20548	0.32487	1.57577	-4.6919	4.05781	3.0951	0.227263	-28.0364	0	289.953	280.953	0.000162175	4.49728	2.48898e-05	1.53463e-05	4.7745	5.03141e-06	1.56237e-05	-0.0553361	0.0625759	8.81534	
7023.62	3.35791	3.08732	3.23278	3.19426	3.20547	0.324868	1.57576	-4.69183	4.05787	3.09517	0.227262	-28.0364	0	289.953	280.953	0.000162174	4.4971	2.4897e-05	1.53388e-05	4.77471	5.03138e-06	1.56236e-05	-0.0553376	0.0625741	8.81533	
7275.09	3.35797	3.08732	3.23277	3.19425	3.20546	0.324866	1.57575	-4.69176	4.05793	3.09523	0.227261	-28.0364	0	289.953	280.953	0.000162173	4.49689	2.49037e-05	1.53318e-05	4.77491	5.03134e-06	1.56234e-05	-0.0553398	0.062572	8.81532	
7529.13	3.35804	3.08731	3.23276	3.19424	3.20545	0.324863	1.57574	-4.69168	4.058	3.0953	0.22726	-28.0364	0	289.953	280.953	0.000162172	4.49664	2.49102e-05	1.5325e-05	4.77512	5.0313e-06	1.56232e-05	-0.0553427	0.0625695	8.8153	
7780.16	3.35812	3.0873	3.23275	3.19423	3.20543	0.324861	1.57573	-4.6916	4.05806	3.09537	0.227258	-28.0364	0	289.953	280.953	0.000162171	4.49636	2.49163e-05	1.53187e-05	4.77533	5.03125e-06	1.5623e-05	-0.0553461	0.0625667	8.81528	
8030.84	3.35823	3.08729	3.23274	3.19421	3.20542	0.324859	1.57572	-4.69152	4.05812	3.09544	0.227256	-28.0364	0	289.953	280.953	0.00016217	4.49606	2.49221e-05	1.53126e-05	4.77554	5.0312e-06	1.56227e-05	-0.0553501	0.0625637	8.81526	
8281.47	3.35834	3.08728	3.23273	3.1942	3.2054	0.324857	1.57571	-4.69144	4.05818	3.0955	0.227254	-28.0365	0	289.954	280.954	0.000162168	4.49573	2.49276e-05	1.53068e-05	4.77575	5.03114e-06	1.56225e-05	-0.0553546	0.0625604	8.81523	
8532.94	3.35847	3.08727	3.23272	3.19418	3.20538	0.324854	1.57569	-4.69135	4.05824	3.09556	0.227252	-28.0365	0	289.954	280.954	0.000162167	4.49537	2.4933e-05	1.53012e-05	4.77597	5.03107e-06	1.56222e-05	-0.0553596	0.0625568	8.8152	
8786.97	3.35861	3.08726	3.2327	3.19416	3.20535	0.324852	1.57568	-4.69126	4.0583	3.09563	0.227249	-28.0366	0	289.954	280.954	0.000162166	4.49499	2.49382e-05	1.52957e-05	4.77618	5.031e-06	1.56219e-05	-0.0553651	0.062553	8.81516	
9038.01	3.35876	3.08724	3.23269	3.19414	3.20533	0.32485	1.57567	-4.69117	4.05835	3.09569	0.227246	-28.0367	0	289.955	280.955	0.000162165	4.49459	2.49431e-05	1.52905e-05	4.7764	5.03092e-06	1.56216e-05	-0.0553709	0.062549	8.81513	
9288.69	3.35892	3.08723	3.23267	3.19412	3.2053	0.324848	1.57566	-4.69108	4.05841	3.09575	0.227243	-28.0368	0	289.955	280.955	0.000162164	4.49417	2.49478e-05	1.52855e-05	4.77661	5.03084e-06	1.56213e-05	-0.0553771	0.0625448	8.81509	
9539.32	3.35909	3.08722	3.23266	3.1941	3.20528	0.324846	1.57565	-4.69098	4.05847	3.09581	0.227239	-28.0369	0	289.955	280.955	0.000162163	4.49373	2.49524e-05	1.52807e-05	4.77683	5.03075e-06	1.56209e-05	-0.0553837	0.0625404	8.81505	
9790.79	3.35927	3.0872	3.23264	3.19407	3.20525	0.324844	1.57564	-4.69089	4.05852	3.09587	0.227236	-28.037	0	289.956	280.956	0.000162162	4.49327	2.49569e-05	1.5276e-05	4.77705	5.03066e-06	1.56206e-05	-0.0553906	0.0625358	8.815	
10044.8	3.35946	3.08718	3.23262	3.19405	3.20522	0.324842	1.57563	-4.69079	4.05858	3.09593	0.227232	-28.0372	0	289.956	280.956	0.000162161	4.49279	2.49612e-05	1.52714e-05	4.77726	5.03057e-06	1.56202e-05	-0.0553979	0.062531	8.81496	
10295.9	3.35965	3.08717	3.2326	3.19402	3.20519	0.32484	1.57562	-4.69069	4.05864	3.09599	0.227228	-28.0373	0	289.956	280.956	0.00016216	4.4923	2.49654e-05	1.52669e-05	4.77748	5.03048e-06	1.56199e-05	-0.0554054	0.0625261	8.81491	
10546.5	3.35986	3.08715	3.23258	3.19399	3.20516	0.324838	1.57561	-4.69059	4.05869	3.09605	0.227224	-28.0374	0	289.957	280.957	0.000162159	4.49179	2.49694e-05	1.52627e-05	4.7777	5.03038e-06	1.56195e-05	-0.0554131	0.062521	8.81486	
10797.2	3.36006	3.08713	3.23256	3.19396	3.20513	0.324836	1.5756	-4.69049	4.05874	3.0961	0.22722	-28.0376	0	289.957	280.957	0.000162158	4.49128	2.49734e-05	1.52585e-05	4.77791	5.03028e-06	1.56191e-05	-0.0554211	0.0625158	8.81481	
11048.6	3.36028	3.08711	3.23254	3.19394	3.2051	0.324834	1.57559	-4.69039	4.0588	3.09616	0.227216	-28.0377	0	289.958	280.958	0.000162157	4.49075	2.49772e-05	1.52544e-05	4.77813	5.03017e-06	1.56187e-05	-0.0554294	0.0625105	8.81476	
11302.7	3.3605	3.08709	3.23252	3.19391	3.20506	0.324832	1.57558	-4.69029	4.05885	3.09621	0.227212	-28.0379	0	289.958	280.958	0.000162156	4.4902	2.49809e-05	1.52504e-05	4.77835	5.03007e-06	1.56183e-05	-0.0554379	0.062505	8.81471	
11553.7	3.36073	3.08707	3.2325	3.19388	3.20503	0.32483	1.57557	-4.69019	4.0589	3.09627	0.227207	-28.038	0	289.959	280.959	0.000162155	4.48964	2.49845e-05	1.52466e-05	4.77857	5.02996e-06	1.56179e-05	-0.0554466	0.0624995	8.81465	
11804.4	3.36096	3.08705	3.23248	3.19384	3.20499	0.324828	1.57556	-4.69009	4.05895	3.09632	0.227203	-28.0382	0	289.959	280.959	0.000162154	4.48908	2.4988e-05	1.52429e-05	4.77878	5.02985e-06	1.56175e-05	-0.0554554	0.0624939	8.8146	
12055	3.36119	3.08703	3.23245	3.19381	3.20496	0.324827	1.57555	-4.68999	4.05901	3.09637	0.227198	-28.0384	0	289.96	280.96	0.000162153	4.48851	2.49915e-05	1.52392e-05	4.779	5.02974e-06	1.56171e-05	-0.0554644	0.0624881	8.81454	
12306.5	3.36143	3.08701	3.23243	3.19378	3.20492	0.324825	1.57554	-4.68988	4.05906	3.09643	0.227193	-28.0386	0	289.96	280.96	0.000162153	4.48792	2.49948e-05	1.52357e-05	4.77921	5.02962e-06	1.56167e-05	-0.0554736	0.0624823	8.81448	
12560.5	3.36168	3.08699	3.23241	3.19375	3.20488	0.324823	1.57554	-4.68978	4.05911	3.09648	0.227188	-28.0388	0	289.961	280.961	0.000162152	4.48733	2.49981e-05	1.52322e-05	4.77943	5.02951e-06	1.56163e-05	-0.0554831	0.0624763	8.81442	
12811.5	3.36193	3.08697	3.23238	3.19372	3.20485	0.324821	1.57553	-4.68967	4.05916	3.09653	0.227183	-28.0389	0	289.961	280.961	0.000162151	4.48673	2.50012e-05	1.52288e-05	4.77964	5.02939e-06	1.56159e-05	-0.0554925	0.0624704	8.81436	
13062.2	3.36217	3.08695	3.23236	3.19368	3.20481	0.32482	1.57552	-4.68957	4.0592	3.09658	0.227179	-28.0391	0	289.962	280.962	0.00016215	4.48613	2.50042e-05	1.52256e-05	4.77985	5.02927e-06	1.56155e-05	-0.0555021	0.0624643	8.8143	
13312.9	3.36243	3.08693	3.23234	3.19365	3.20477	0.324818	1.57551	-4.68947	4.05925	3.09663	0.227174	-28.0393	0	289.962	280.962	0.000162149	4.48552	2.50072e-05	1.52224e-05	4.78006	5.02915e-06	1.56151e-05	-0.0555118	0.0624582	8.81424	
13564.3	3.36268	3.0869	3.23231	3.19361	3.20473	0.324816	1.5755	-4.68936	4.0593	3.09667	0.227169	-28.0395	0	289.963	280.963	0.000162148	4.4849	2.50101e-05	1.52193e-05	4.78027	5.02903e-06	1.56146e-05	-0.0555216	0.0624521	8.81418	
13818.4	3.36295	3.08688	3.23229	3.19358	3.20469	0.324815	1.57549	-4.68926	4.05935	3.09672	0.227163	-28.0397	0	289.964	280.964	0.000162148	4.48427	2.50129e-05	1.52163e-05	4.78048	5.02891e-06	1.56142e-05	-0.0555316	0.0624458	8.81411	
14069.4	3.36321	3.08686	3.23226	3.19354	3.20465	0.324813	1.57549	-4.68915	4.05939	3.09677	0.227158	-28.0399	0	289.964	280.964	0.000162147	4.48365	2.50156e-05	1.52134e-05	4.78069	5.02879e-06	1.56138e-05	-0.0555416	0.0624396	8.81405	
14320.1	3.36347	3.08684	3.23224	3.19351	3.20461	0.324812	1.57548	-4.68905	4.05944	3.09681	0.227153	-28.0401	0	289.965	280.965	0.000162146	4.48302	2.50183e-05	1.52106e-05	4.7809	5.02867e-06	1.56133e-05	-0.0555516	0.0624333	8.81399	
14570.7	3.36373	3.08681	3.23221	3.19347	3.20457	0.32481	1.57547	-4.68895	4.05948	3.09686	0.227148	-28.0404	0	289.965	280.965	0.000162145	4.48239	2.50208e-05	1.52078e-05	4.7811	5.02854e-06	1.56129e-05	-0.0555617	0.062427	8.81392	
14822.2	3.364	3.08679	3.23219	3.19344	3.20453	0.324809	1.57546	-4.68884	4.05953	3.0969	0.227143	-28.0406	0	289.966	280.966	0.000162145	4.48175	2.50233e-05	1.52052e-05	4.78131	5.02842e-06	1.56125e-05	-0.0555719	0.0624206	8.81386	
15076.2	3.36427	3.08677	3.23216	3.1934	3.20449	0.324807	1.57545	-4.68874	4.05957	3.09695	0.227137	-28.0408	0	289.966	280.966	0.000162144	4.48111	2.50257e-05	1.52026e-05	4.78151	5.02829e-06	1.5612e-05	-0.0555823	0.0624142	8.81379	
15327.2	3.36454	3.08675	3.23213	3.19337	3.20445	0.324806	1.57545	-4.68864	4.05962	3.09699	0.227132	-28.041	0	289.967	280.967	0.000162143	4.48047	2.50281e-05	1.52001e-05	4.78172	5.02817e-06	1.56116e-05	-0.0555925	0.0624078	8.81373	
15577.9	3.36481	3.08672	3.23211	3.19333	3.20441	0.324805	1.57544	-4.68854	4.05966	3.09703	0.227127	-28.0412	0	289.967	280.967	0.000162143	4.47983	2.50303e-05	1.51977e-05	4.78192	5.02805e-06	1.56112e-05	-0.0556028	0.0624015	8.81367	
15828.6	3.36507	3.0867	3.23208	3.19329	3.20437	0.324803	1.57543	-4.68844	4.0597	3.09707	0.227121	-28.0414	0	289.968	280.968	0.000162142	4.47919	2.50325e-05	1.51954e-05	4.78211	5.02792e-06	1.56108e-05	-0.0556131	0.0623951	8.8136	
16080	3.36534	3.08668	3.23206	3.19326	3.20433	0.324802	1.57543	-4.68833	4.05974	3.09711	0.227116	-28.0416	0	289.969	280.969	0.000162141	4.47855	2.50345e-05	1.51931e-05	4.78231	5.0278e-06	1.56103e-05	-0.0556234	0.0623887	8.81353	
16334.1	3.36562	3.08665	3.23203	3.19322	3.20429	0.324801	1.57542	-4.68823	4.05978	3.09716	0.227111	-28.0419	0	289.969	280.969	0.000162141	4.4779	2.50366e-05	1.51909e-05	4.78251	5.02767e-06	1.56099e-05	-0.0556339	0.0623822	8.81347	
16585.1	3.36589	3.08663	3.23201	3.19319	3.20425	0.3248	1.57541	-4.68813	4.05982	3.0972	0.227105	-28.0421	0	289.97	280.97	0.00016214	4.47727	2.50385e-05	1.51888e-05	4.7827	5.02755e-06	1.56095e-05	-0.0556442	0.0623759	8.8134	
16835.8	3.36616	3.08661	3.23198	3.19315	3.20421	0.324799	1.57541	-4.68803	4.05986	3.09723	0.2271	-28.0423	0	289.97	280.97	0.000162139	4.47663	2.50404e-05	1.51868e-05	4.7829	5.02742e-06	1.56091e-05	-0.0556545	0.0623695	8.81334	
17086.4	3.36643	3.08658	3.23195	3.19311	3.20417	0.324797	1.5754	-4.68793	4.0599	3.09727	0.227095	-28.0425	0	289.971	280.971	0.000162139	4.47599	2.50422e-05	1.51849e-05	4.78309	5.0273e-06	1.56086e-05	-0.0556648	0.0623632	8.81327	
17337.9	3.3667	3.08656	3.23193	3.19308	3.20413	0.324796	1.5754	-4.68784	4.05994	3.09731	0.22709	-28.0427	0	289.972	280.972	0.000162138	4.47536	2.50439e-05	1.51831e-05	4.78328	5.02718e-06	1.56082e-05	-0.055675	0.0623568	8.81321	
17591.9	3.36697	3.08654	3.2319	3.19304	3.20409	0.324795	1.57539	-4.68774	4.05998	3.09735	0.227084	-28.043	0	289.972	280.972	0.000162138	4.47472	2.50456e-05	1.51812e-05	4.78347	5.02705e-06	1.56078e-05	-0.0556854	0.0623505	8.81314	
17842.9	3.36723	3.08651	3.23188	3.19301	3.20405	0.324794	1.57538	-4.68764	4.06002	3.09738	0.227079	-28.0432	0	289.973	280.973	0.000162137	4.47409	2.50471e-05	1.51795e-05	4.78365	5.02693e-06	1.56074e-05	-0.0556956	0.0623442	8.81308	
18093.6	3.3675	3.08649	3.23185	3.19297	3.20401	0.324793	1.57538	-4.68754	4.06006	3.09742	0.227074	-28.0434	0	289.973	280.973	0.000162137	4.47347	2.50487e-05	1.51779e-05	4.78384	5.02681e-06	1.5607e-05	-0.0557058	0.0623379	8.81301	
18344.2	3.36777	3.08647	3.23183	3.19294	3.20397	0.324792	1.57537	-4.68745	4.06009	3.09746	0.227069	-28.0436	0	289.974	280.974	0.000162136	4.47284	2.50501e-05	1.51763e-05	4.78402	5.02669e-06	1.56066e-05	-0.0557159	0.0623317	8.81295	
18595.7	3.36803	3.08645	3.2318	3.1929	3.20393	0.324791	1.57537	-4.68735	4.06013	3.09749	0.227063	-28.0438	0	289.974	280.974	0.000162136	4.47222	2.50515e-05	1.51748e-05	4.7842	5.02657e-06	1.56062e-05	-0.055726	0.0623256	8.81289	
18849.8	3.36829	3.08642	3.23178	3.19287	3.20389	0.32479	1.57536	-4.68726	4.06017	3.09753	0.227058	-28.044	0	289.975	280.975	0.000162135	4.4716	2.50528e-05	1.51734e-05	4.78438	5.02645e-06	1.56058e-05	-0.0557361	0.0623194	8.81282	
19100.8	3.36856	3.0864	3.23175	3.19283	3.20386	0.324789	1.57536	-4.68717	4.0602	3.09756	0.227053	-28.0443	0	289.976	280.976	0.000162135	4.47099	2.50541e-05	1.5172e-05	4.78456	5.02633e-06	1.56054e-05	-0.055746	0.0623133	8.81276	
19351.5	3.36881	3.08638	3.23173	3.1928	3.20382	0.324788	1.57535	-4.68707	4.06024	3.09759	0.227048	-28.0445	0	289.976	280.976	0.000162134	4.47039	2.50553e-05	1.51707e-05	4.78473	5.02621e-06	1.5605e-05	-0.0557559	0.0623072	8.8127	
19602.1	3.36907	3.08636	3.2317	3.19276	3.20378	0.324788	1.57535	-4.68698	4.06027	3.09762	0.227043	-28.0447	0	289.977	280.977	0.000162134	4.46979	2.50564e-05	1.51694e-05	4.78491	5.0261e-06	1.56046e-05	-0.0557657	0.0623012	8.81263	
19853.6	3.36933	3.08633	3.23168	3.19273	3.20374	0.324787	1.57535	-4.68689	4.0603	3.09766	0.227038	-28.0449	0	289.977	280.977	0.000162134	4.46919	2.50575e-05	1.51683e-05	4.78508	5.02598e-06	1.56042e-05	-0.0557754	0.0622953	8.81257	
20104.4	7.94813	3.22246	3.23948	3.22683	3.20485	0.32586	1.57577	-10.9521	-2.4118	2.67365	0.000491038	-36.3761	0.0003	296.168	287.168	0.000162669	4.43279	2.47972e-05	1.55614e-05	-0.204154	3.91444e-06	1.21803e-05	-0.117695	0.0619336	8.12899	
20354.7	8.7723	3.28042	3.27096	3.27422	3.21917	0.326373	1.57744	-10.1833	-1.82396	1.60856	0.000325409	-37.6552	0.0003	296.88	287.88	0.000162926	3.85998	6.536e-06	3.38862e-05	1.8358	3.80504e-06	1.18525e-05	-0.121272	0.0565097	8.05224	
20606	9.5873	3.32622	3.30921	3.30973	3.24492	0.326877	1.5793	-10.3947	-2.14985	0.749911	0.000317019	-38.2695	0.0003	297.521	288.521	0.000163177	3.50582	-1.15221e-05	5.20067e-05	2.40267	3.70929e-06	1.15663e-05	-0.124727	0.0533966	7.98343	
20856.2	10.3748	3.37751	3.35283	3.35193	3.2802	0.327401	1.58132	-10.8528	-2.69716	-0.0238088	0.000309746	-39.1024	0.0003	298.09	289.09	0.000163438	3.33423	-2.99302e-05	7.04797e-05	2.76808	3.62652e-06	1.13205e-05	-0.127265	0.0519505	7.92255	
21106.2	8.929	3.40239	3.40035	3.39863	3.32162	0.327847	1.58346	-7.12998	-0.719469	-0.731623	0.104219	-36.2891	0	297.007	288.007	0.000163661	3.1971	-4.422e-05	8.48247e-05	3.54499	3.79092e-06	1.18445e-05	-0.117002	0.0508231	8.0385	
21356.7	7.08512	3.36451	3.43089	3.39177	3.35534	0.327638	1.58494	-7.05163	1.09085	-0.48509	0.182648	-33.5291	0	295.339	286.339	0.000163557	3.32404	-1.20158e-05	5.25947e-05	3.65742	4.05542e-06	1.26655e-05	-0.101988	0.0518659	8.21888	
21606.8	6.76845	3.37347	3.4521	3.40754	3.3767	0.327847	1.58626	-7.49191	0.712736	-0.392689	0.185113	-33.787	0	295.009	286.009	0.000163661	3.37116	5.23105e-08	4.05525e-05	3.13801	4.11088e-06	1.28442e-05	-0.0978892	0.0522584	8.25478	
21857.4	6.49898	3.38159	3.46929	3.42176	3.3934	0.328047	1.58749	-7.6535	0.591807	-0.361934	0.187335	-33.7748	0	294.716	285.716	0.000163761	3.38588	8.60275e-06	3.20268e-05	2.60753	4.16084e-06	1.30057e-05	-0.0941115	0.0523817	8.28674	
22109.2	6.27226	3.38789	3.48367	3.43333	3.40738	0.32824	1.58866	-7.71833	0.557393	-0.351073	0.189299	-33.6843	0	294.46	285.46	0.000163857	3.39833	1.12945e-05	2.93589e-05	2.36725	4.20508e-06	1.31492e-05	-0.0907881	0.0524861	8.31473	
22359.2	6.08316	3.39353	3.49608	3.44359	3.42001	0.328425	1.58976	-7.7489	0.5514	-0.345834	0.19101	-33.5802	0	294.239	285.239	0.00016395	3.42919	1.28942e-05	2.77821e-05	2.22436	4.24368e-06	1.32749e-05	-0.0878174	0.0527459	8.3389	
22609.6	5.92239	3.39899	3.50695	3.45312	3.43157	0.328603	1.5908	-7.76706	0.554041	-0.341933	0.192518	-33.4807	0	294.046	285.046	0.000164039	3.4732	1.44716e-05	2.62269e-05	2.09032	4.27781e-06	1.33866e-05	-0.0851496	0.0531187	8.36008	
22860.8	5.7843	3.4042	3.51656	3.46198	3.44215	0.328777	1.59179	-7.78007	0.559261	-0.338173	0.193857	-33.3903	0	293.876	284.876	0.000164125	3.52504	1.59986e-05	2.47213e-05	1.96447	4.30817e-06	1.34864e-05	-0.0827051	0.053561	8.37876	
23112.6	5.66453	3.40917	3.5251	3.4702	3.45183	0.328945	1.59274	-7.79039	0.564939	-0.334251	0.195051	-33.3092	0	293.725	284.725	0.000164209	3.58103	1.74466e-05	2.32942e-05	1.85467	4.33534e-06	1.35762e-05	-0.0804973	0.0540431	8.39534	
23363.4	5.56054	3.41381	3.53269	3.47777	3.46069	0.329108	1.59365	-7.79892	0.570623	-0.330138	0.196115	-33.2371	0	293.591	284.591	0.000164291	3.63919	1.84232e-05	2.23378e-05	1.76154	4.3596e-06	1.36567e-05	-0.0784769	0.0545483	8.41004	
23616.1	5.46816	3.41831	3.53965	3.48493	3.46904	0.329268	1.59454	-7.80622	0.576097	-0.325774	0.197081	-33.1717	0	293.47	284.47	0.00016437	3.70126	1.91126e-05	2.16681e-05	1.68606	4.3817e-06	1.37304e-05	-0.0766194	0.0550927	8.42334	
